"fips","known","total"
30099,293900,300300
30101,313500,320200
30103,23700,23700
30105,408200,468400
30107,101700,102300
30109,67500,71900
30111,194900,205400
31001,280300,280300
31003,354100,355200
31005,22700,22700
31007,78600,85700
31009,26800,26800
31011,288100,288100
31013,188400,248600
31015,104900,107400
31017,105300,105300
31019,330500,330500
31021,250100,250100
31023,275600,275600
31025,257000,257000
31027,333800,339500
31029,237100,249200
31031,352100,352100
31033,246500,250500
31035,276600,276600
31037,207300,207300
31039,299900,301000
31041,426100,426100
31043,120500,120500
31045,97000,98700
31047,316800,316800
31049,111200,113600
31051,202300,203300
31053,270700,270700
31055,61300,61300
31057,171900,171900
31059,314500,314500
31061,170200,170200
31063,210200,210200
31065,216200,216200
31067,365400,366000
31069,114700,114700
31071,50800,50800
31073,137400,137400
31075,38000,38000
31077,134200,134200
31079,239700,239700
31081,295200,295200
31083,188600,188600
31085,143500,143500
31087,165300,165300
31089,535600,539100
31091,13500,13500
31093,166400,166400
31095,219500,219500
31097,112500,112500
31099,264200,264200
31101,180900,187200
31103,82500,82500
31105,147600,160400
31107,286000,294800
31109,289500,289500
31111,384500,384500
31113,52900,52900
31115,30900,30900
31117,19000,19000
31119,268800,269900
31121,203700,203700
31123,133600,157800
31125,151000,151000
31127,171200,171200
31129,225800,225800
31131,267500,267500
31133,116700,116700
31135,325800,330300
31137,273800,273800
31139,264400,266100
31141,337900,337900
31143,223900,223900
31145,194400,194400
31147,212600,212600
31149,141600,141600
31151,268600,268600
31153,72300,72300
31155,355100,355700
31157,126300,178000
31159,270800,270800
31161,195500,214400
31163,137200,137200
31165,55800,61800
31167,176400,176400
31169,262300,262300
31171,9000,9000
31173,178900,182400
31175,130500,130500
31177,174000,174000
31179,236300,237200
31181,185400,185400
31183,87500,87500
31185,311900,311900
32001,22000,22000
32003,0,0
32005,10000,10000
32007,17000,17000
32009,13000,13000
32011,18000,18000
32013,52000,52000
32015,28000,28000
32017,14000,14000
32019,44000,44000
32021,0,0
32023,0,0
32027,31000,31000
32029,0,0
32031,0,0
32033,14000,14000
32510,0,0
33001,0,0
33003,0,0
33005,0,0
33007,0,0
33009,0,0
33011,0,0
33013,0,0
33015,0,0
33017,0,0
33019,0,0
34001,0,500
34003,0,0
34005,33900,33900
34007,0,500
34009,0,0
34011,18900,18900
34013,0,0
34015,5500,5600
34017,0,0
34019,17200,17200
34021,8000,8000
34023,3100,3100
34025,8400,8400
34027,0,0
34029,0,0
34031,0,0
34033,53800,54000
34035,1500,1500
34037,4700,4700
34039,0,0
34041,28200,28200
35001,0,0
35003,0,0
35005,26900,28400
35006,0,0
35007,10000,10000
35009,240500,240500
35011,6000,6000
35013,0,8200
35015,29000,33100
35017,0,0
35019,1000,1000
35021,0,0
35023,4400,4400
35025,0,24300
35027,0,0
35028,0,0
35029,2500,2500
35031,500,500
35033,8200,8200
35035,0,0
35037,101700,101700
35039,11400,11400
35041,177800,184500
35043,2400,2400
35045,30200,30200
35047,1000,1000
35049,3400,3400
35051,2000,2000
35053,8500,8500
35055,7700,7700
35057,12300,12300
35059,30000,30000
35061,12500,12500
36001,21200,21200
36003,46800,49500
36005,0,0
36007,30400,31100
36009,56200,59400
36011,136000,138600
36013,49000,50800
36015,18100,18800
36017,53700,55200
36019,36200,36200
36021,34500,35300
36023,45500,45500
36025,46700,46700
36027,27800,28300
36029,67300,70800
36031,4500,4500
36033,20300,20300
36035,12800,12800
36037,90300,93500
36039,14300,14300
36041,0,0
36043,53700,55500
36045,110700,112400
36047,0,0
36049,47800,49100
36051,119500,128200
36053,66200,69500
36055,62700,64400
36057,57900,59300
36059,0,0
36061,0,0
36063,81900,84400
36065,78500,81900
36067,76800,80400
36069,106000,109600
36071,28600,28600
36073,80700,80700
36075,34000,34000
36077,60000,61900
36079,700,700
36081,0,0
36083,32000,32900
36085,0,0
36087,0,0
36089,95300,96200
36091,24600,24600
36093,6300,6300
36095,37700,37700
36097,24500,25300
36099,75100,77500
36101,151700,164800
36103,1800,1800
36105,19100,19100
36107,30000,31200
36109,39100,41100
36111,15100,15100
36113,500,500
36115,61200,61200
36117,74500,75700
36119,1400,1400
36121,82700,86200
36123,42700,44000
37001,30100,31490
37003,20500,20920
37005,16000,16000
37007,29900,31900
37009,5800,5800
37011,1000,1000
37013,125400,143130
37015,44600,88530
37017,51600,62600
37019,10300,10300
37021,15900,15900
37023,5700,5700
37025,36100,36100
37027,7600,7600
37029,56500,56500
37031,38100,38100
37033,22600,25250
37035,37600,37600
37037,30800,30800
37039,5700,5700
37041,3100,21600
37043,2600,2600
37045,39500,41100
37047,94900,109000
37049,46900,54890
37051,33700,44100
37053,37300,37300
37055,0,0
37057,38000,38740
37059,47300,47300
37061,149300,162960
37063,1400,1400
37065,61500,108350
37067,4200,4200
37069,40200,43450
37071,16300,16300
37073,30900,46800
37075,1000,1000
37077,25800,29260
37079,50100,69950
37081,41500,43420
37083,45600,107480
37085,39700,59320
37087,15400,15400
37089,9300,9300
37091,27100,48820
37093,25500,35730
37095,62100,77900
37097,71200,71200
37099,2100,2100
37101,83200,103700
37103,35900,53140
37105,10300,12130
37107,66100,93000
37109,23800,23800
37111,1800,1800
37113,3100,3100
37115,10000,10150
37117,25600,79650
37119,4300,4300
37121,3000,3000
37123,3800,3800
37125,11000,11000
37127,54100,79880
37129,0,0
37131,47300,94500
37133,31200,35910
37135,25000,25600
37137,38900,39150
37139,79100,79100
37141,18800,18800
37143,65300,80600
37145,33800,37490
37147,94400,129500
37149,3800,3800
37151,42300,43080
37153,4000,4000
37155,202000,222080
37157,30300,33880
37159,49700,49700
37161,16400,16400
37163,150700,196900
37165,17700,18900
37167,49900,60400
37169,17800,19900
37171,43100,46550
37173,500,500
37175,3900,3900
37177,67600,67600
37179,133400,133400
37181,12600,14800
37183,26700,29990
37185,15300,16530
37187,77000,90000
37189,5100,5100
37191,120300,139200
37193,29500,30070
37195,52500,82550
37197,52600,55380
37199,4500,4500
38001,231900,250800
38003,607100,621500
38005,368600,461600
38007,84000,91200
38009,443800,671600
38011,249700,265100
38013,236000,334300
38015,175300,269000
38017,896900,934100
38019,434200,740300
38021,338700,341400
38023,314600,455800
38025,336600,363800
38027,133100,154800
38029,340000,445600
38031,238000,246900
38033,103400,138800
38035,444900,568400
38037,289900,321600
38039,230100,247400
38041,329500,395900
38043,236100,300100
38045,445500,462900
38047,228100,266300
38049,390500,518900
38051,267700,294300
38053,325100,386300
38055,462100,698600
38057,181400,228800
38059,358300,425600
38061,411800,561600
38063,220100,269200
38065,125200,160000
38067,348100,518100
38069,278300,346100
38071,329900,449300
38073,235100,248000
38075,236800,373700
38077,629500,663900
38079,182100,271200
38081,290200,294100
38083,203100,274800
38085,67700,75200
38087,208300,225200
38089,378400,412300
38091,305900,355000
38093,726800,762100
38095,305400,455400
38097,383300,461700
38099,345500,517100
38101,480000,699300
38103,432500,524100
38105,506800,691000
39001,71800,71800
39003,166800,166800
39005,94100,94100
39007,74200,74200
39009,26100,26100
39011,181950,181950
39013,36600,36600
39015,118200,118200
39017,78000,78000
39019,34750,34750
39021,181300,181300
39023,135600,135600
39025,60150,60150
39027,176700,176700
39029,73900,73900
39031,67200,67200
39033,199400,199400
39035,0,0
39037,292500,292500
39039,166800,166800
39041,124500,124500
39043,66900,66900
39045,147100,147100
39047,198200,198200
39049,53100,53100
39051,184790,184790
39053,34900,34900
39055,15400,16300
39057,134600,134600
39059,46800,46800
39061,8100,8100
39063,251000,251000
39065,215350,215350
39067,26000,26000
39069,214300,214300
39071,149600,149600
39073,14000,14000
39075,65400,70900
39077,186500,186500
39079,23100,23100
39081,23550,23550
39083,131000,132900
39085,0,0
39087,9200,9200
39089,148150,148150
39091,168200,168200
39093,90500,90500
39095,55800,55800
39097,225050,225050
39099,37500,37500
39101,175350,175350
39103,61700,61700
39105,16300,16300
39107,224300,224300
39109,166650,166650
39111,24800,24800
39113,85900,85900
39115,24800,24800
39117,128400,128400
39119,67200,67200
39121,19400,19400
39123,89200,89200
39125,206900,206900
39127,48000,48000
39129,202000,202000
39131,32400,32400
39133,43800,43800
39135,162000,162000
39137,251400,251400
39139,104600,104600
39141,134400,134400
39143,175100,175100
39145,36000,36000
39147,251600,251600
39149,176850,176850
39151,72100,72100
39153,1300,1300
39155,64700,66800
39157,60800,60800
39159,173950,173950
39161,217100,217100
39163,8700,8700
39165,72050,72050
39167,41100,41100
39169,145700,152300
39171,148600,148600
39173,277820,277820
39175,184400,184400
40001,0,0
40003,280500,280500
40005,0,0
40007,159200,159200
40009,88500,95000
40011,262500,262500
40013,0,0
40015,225000,242100
40017,236900,236900
40019,0,0
40021,0,0
40023,0,0
40025,220300,220300
40027,9500,9500
40029,600,600
40031,75000,82800
40033,176500,186200
40035,97500,97500
40037,0,0
40039,220500,227900
40041,2700,2700
40043,137000,137000
40045,83000,83000
40047,415300,415300
40049,50200,50200
40051,163000,163000
40053,383000,383000
40055,109000,120300
40057,80500,99500
40059,94000,94000
40061,0,0
40063,0,0
40065,205000,283500
40067,0,0
40069,0,0
40071,306800,306800
40073,267700,267700
40075,269500,281500
40077,0,0
40079,0,0
40081,82400,82400
40083,110600,110600
40085,0,0
40087,87400,87400
40089,0,0
40091,0,0
40093,177600,177600
40095,2400,2400
40097,72500,72500
40099,0,0
40101,128100,128100
40103,190300,190300
40105,33500,33500
40107,1500,1500
40109,37500,37500
40111,3200,3200
40113,77100,77100
40115,89700,89700
40117,20800,20800
40119,75700,75700
40121,0,0
40123,0,0
40125,51400,51400
40127,0,0
40129,78500,78500
40131,6800,6800
40133,0,0
40135,17800,17800
40137,66900,66900
40139,285000,285000
40141,192000,272500
40143,0,0
40145,53300,53300
40147,15600,15600
40149,310800,329300
40151,189000,189000
40153,94000,94000
41001,79900,79900
41003,9000,9000
41005,18700,19600
41007,4200,4200
41009,8000,8000
41011,13300,13300
41013,43000,43000
41015,1700,1700
41017,24500,24500
41019,34000,34000
41021,106400,106400
41023,38000,38000
41025,135000,135000
41027,1600,1600
41029,23000,23000
41031,24900,24900
41033,6000,6000
41035,119200,125700
41037,123000,123000
41039,39600,40800
41041,3000,3000
41043,50000,51400
41045,117400,125600
41047,35100,35100
41049,167400,177200
41051,5200,5200
41053,30000,30000
41055,114600,114600
41057,2000,2000
41059,296700,306700
41061,80200,82300
41063,53200,53200
41065,70300,70300
41067,25900,30100
41069,9500,9500
41071,36200,39000
42001,100100,101000
42003,7400,7400
42005,51100,54100
42007,21200,22400
42009,82300,84900
42011,83300,83300
42013,47300,48400
42015,100100,102500
42017,56800,56800
42019,65700,69800
42021,29300,35200
42023,0,0
42025,800,1300
42027,71700,74500
42029,106200,106200
42031,40300,42300
42033,19400,20800
42035,18800,18800
42037,49800,51300
42039,93400,99000
42041,96800,98900
42043,59500,60700
42045,0,0
42047,2900,2900
42049,59100,62100
42051,46600,48000
42053,1500,1500
42055,150800,152800
42057,41200,42800
42059,35700,35700
42061,46500,48300
42063,63200,68200
42065,36000,38200
42067,44400,46000
42069,10300,10300
42071,272100,272100
42073,41700,44000
42075,82300,83300
42077,54800,55900
42079,22500,23700
42081,52100,54300
42083,7600,7600
42085,82900,87200
42087,39900,40700
42089,4500,5100
42091,0,0
42093,16600,17600
42095,59400,60200
42097,73500,75400
42099,58200,60200
42101,0,0
42103,0,0
42105,15400,16300
42107,53100,57600
42109,48100,49700
42111,74500,81200
42113,7700,7700
42115,40100,40100
42117,76000,78000
42119,36600,37200
42121,16200,17300
42123,21700,21700
42125,73000,74100
42127,29000,29000
42129,63200,65800
42131,14800,14800
42133,196100,197700
44001,0,0
44003,0,0
44005,0,0
44007,0,0
44009,0,0
45001,12000,12000
45003,30300,33100
45005,21200,26800
45007,42900,42900
45009,15500,24300
45011,14100,22900
45013,500,500
45015,7800,7800
45017,15000,46000
45019,2100,2100
45021,1100,1100
45023,11400,11400
45025,32850,32850
45027,85200,92100
45029,16100,16100
45031,79750,102550
45033,70900,84400
45035,15700,21800
45037,6500,6500
45039,4300,4300
45041,77700,87500
45043,5800,6500
45045,9900,9900
45047,9700,9700
45049,17700,33800
45051,74600,87200
45053,1100,1100
45055,8500,8500
45057,11900,11900
45059,24200,24200
45061,74500,87500
45063,22100,22100
45065,2200,2200
45067,32000,39300
45069,40000,63200
45071,27500,27500
45073,18700,18700
45075,80700,122800
45077,10600,10600
45079,13300,13300
45081,17800,17800
45083,24700,24700
45085,77500,82000
45087,0,0
45089,62500,81400
45091,19200,19200
46003,196900,198800
46005,394700,396100
46007,98100,98100
46009,234300,235700
46011,306800,310700
46013,430400,431500
46015,229700,236700
46017,37500,37500
46019,94800,99500
46021,174900,191600
46023,403000,403000
46025,303100,303100
46027,204600,204600
46029,237100,241200
46031,255200,296400
46033,36200,36200
46035,160700,161800
46037,321500,324300
46039,221300,226900
46041,174100,199700
46043,176300,178200
46045,273300,273300
46047,53200,54400
46049,297600,302900
46051,255600,257400
46053,171600,178800
46055,238500,241600
46057,203600,206000
46059,366500,378500
46061,175300,176000
46063,148000,154900
46065,158200,191600
46067,355900,357200
46069,130000,148300
46071,72500,77600
46073,115300,116600
46075,136800,154400
46077,314900,314900
46079,246600,246600
46081,24000,24000
46083,284000,284900
46085,281400,301200
46087,245500,247000
46089,244700,251700
46091,199200,201100
46093,281000,285200
46095,96000,96000
46097,181900,181900
46099,340500,340500
46101,239900,239900
46103,142400,142400
46105,264600,279300
46107,270600,294300
46109,397900,397900
46111,157000,157900
46113,0,0
46115,557300,557300
46117,66000,83600
46119,345200,443800
46121,95800,95800
46123,391200,411000
46125,296500,296500
46127,234000,234000
46129,199500,212100
46135,200900,200900
46137,134900,138900
47001,8500,8500
47003,69900,69900
47005,24300,24300
47007,26400,26400
47009,33800,33800
47011,25400,25400
47013,6500,6500
47015,35500,35500
47017,75300,100200
47019,7100,7100
47021,17300,17300
47023,27500,31500
47025,36700,36700
47027,16800,17140
47029,20000,20000
47031,76600,76600
47033,64900,113300
47035,27600,27600
47037,7000,7000
47039,24200,24200
47041,27700,27700
47043,30000,30300
47045,184200,209800
47047,83000,114400
47049,15000,15000
47051,76900,76900
47053,204600,240000
47055,75300,75300
47057,23700,23700
47059,87400,87940
47061,12300,12300
47063,16900,16900
47065,15500,15500
47067,11000,11000
47069,51700,64600
47071,41000,41000
47073,34000,34000
47075,106300,189300
47077,56000,56000
47079,109100,109100
47081,32900,32900
47083,10000,10000
47085,32300,32300
47087,14000,14280
47089,38500,38500
47091,7500,7620
47093,24000,24000
47095,63400,71700
47097,116400,136400
47099,82400,82400
47101,5500,5500
47103,85000,94000
47105,29200,29200
47107,40500,40750
47109,38300,42600
47111,32800,38800
47113,63000,91400
47115,17600,17600
47117,48700,48700
47119,81900,81900
47121,15400,15400
47123,43000,43000
47125,74500,76800
47127,9000,9000
47129,11000,11000
47131,197100,199400
47133,26500,26500
47135,9800,9800
47137,10000,10000
47139,12500,12500
47141,25000,25000
47143,10000,10000
47145,13000,13000
47147,141300,145280
47149,61200,61200
47151,6700,6700
47153,6000,6000
47155,13500,13500
47157,61400,72800
47159,27000,28000
47161,14900,15250
47163,26000,26000
47165,77100,77900
47167,118300,145900
47169,14500,14870
47171,1500,1500
47173,9000,9000
47175,6300,6300
47177,53000,53000
47179,47000,47460
47181,21100,21100
47183,179400,179400
47185,38900,38900
47187,50800,50800
47189,54500,54500
48001,0,0
48003,0,27300
48005,0,0
48007,0,0
48009,80200,80200
48011,75300,79400
48013,3800,3800
48015,7200,9300
48017,82200,163400
48019,0,0
48021,0,0
48023,118200,123900
48025,41600,48500
48027,100600,111400
48029,20700,31400
48031,0,0
48033,12200,47200
48035,7200,18200
48037,0,0
48039,15800,33200
48041,6600,17700
48043,0,0
48045,52500,87900
48047,0,0
48049,9100,9100
48051,20500,33400
48053,0,0
48055,12100,17900
48057,33100,42200
48059,34000,34000
48061,104800,157000
48063,0,0
48065,130900,169800
48067,0,0
48069,301900,336600
48071,0,11700
48073,0,0
48075,58700,97700
48077,69200,69200
48079,26500,177400
48081,13600,13600
48083,51000,66900
48085,29700,32500
48087,47000,110500
48089,10400,12000
48091,0,0
48093,6300,6300
48095,61300,89600
48097,39100,46300
48099,14700,34200
48101,27700,51100
48103,0,0
48105,0,0
48107,34900,242900
48109,0,0
48111,234100,235800
48113,0,0
48115,37800,357800
48117,314500,333300
48119,16500,18200
48121,41900,41900
48123,6700,7300
48125,23000,50100
48127,0,0
48129,17800,30600
48131,0,0
48133,11900,11900
48135,0,0
48137,0,0
48139,81200,107500
48141,1300,20100
48143,0,0
48145,102700,163300
48147,44000,44000
48149,9700,9700
48151,58600,143300
48153,130200,303200
48155,88000,88000
48157,41500,80700
48159,0,0
48161,0,0
48163,21300,21300
48165,0,333400
48167,0,0
48169,0,44200
48171,8900,14400
48173,14300,109900
48175,6400,6400
48177,5100,5100
48179,60900,78700
48181,53000,56700
48183,0,0
48185,0,0
48187,46900,47600
48189,147000,394000
48191,23000,94700
48193,7100,29300
48195,287800,303900
48197,85800,93600
48199,0,0
48201,0,0
48203,0,0
48205,204500,210800
48207,179900,257200
48209,2200,2200
48211,16900,16900
48213,0,0
48215,166900,217400
48217,142500,165100
48219,29800,303000
48221,0,0
48223,0,0
48225,0,0
48227,0,117500
48229,2600,13500
48231,32400,34800
48233,93900,101900
48235,0,0
48237,10100,10100
48239,104100,127200
48241,0,0
48243,0,0
48245,0,16600
48247,0,0
48249,57900,67900
48251,24900,31200
48253,158700,233600
48255,11500,15200
48257,4500,4500
48259,0,1600
48261,0,0
48263,0,0
48265,0,0
48267,0,0
48269,11000,11000
48271,0,0
48273,50000,50000
48275,180600,209600
48277,56800,56800
48279,79000,253300
48281,1300,6500
48283,0,0
48285,2800,2800
48287,0,0
48289,0,0
48291,6900,6900
48293,18800,27500
48295,32100,32100
48297,13200,15400
48299,0,0
48301,0,0
48303,28600,302300
48305,24000,337500
48307,40700,47200
48309,101100,123600
48311,0,0
48313,0,0
48315,0,0
48317,11300,175800
48319,0,0
48321,53200,94800
48323,0,0
48325,58600,77600
48327,0,0
48329,11400,40200
48331,57000,74200
48333,3000,3000
48335,35900,89000
48337,16500,16500
48339,0,0
48341,201000,220900
48343,0,0
48345,13200,34100
48347,0,0
48349,31000,50800
48351,0,0
48353,29500,75300
48355,213200,320200
48357,234400,246200
48359,54600,54600
48361,0,0
48363,0,0
48365,0,0
48367,0,0
48369,289400,333700
48371,0,5200
48373,0,0
48375,16700,16700
48377,0,0
48379,0,0
48381,123900,127800
48383,13800,46900
48385,0,0
48387,0,0
48389,900,900
48391,42400,74000
48393,10700,10700
48395,0,0
48397,0,0
48399,141500,200300
48401,0,0
48403,0,0
48405,0,0
48407,0,0
48409,16900,123900
48411,17500,17500
48413,7100,20700
48415,27200,93200
48417,22100,23900
48419,0,0
48421,247300,269800
48423,0,0
48425,0,0
48427,41200,41200
48429,0,0
48431,0,0
48433,35800,42000
48435,0,0
48437,185800,277600
48439,0,0
48441,78700,96300
48443,0,0
48445,97400,380600
48447,68600,68600
48449,0,0
48451,77200,170800
48453,27100,32800
48455,0,0
48457,0,0
48459,0,0
48461,9700,24700
48463,45400,79600
48465,0,0
48467,0,0
48469,61400,61400
48471,0,0
48473,6400,6400
48475,0,0
48477,0,0
48479,0,0
48481,122400,226100
48483,22000,33500
48485,95800,105000
48487,157500,181000
48489,136900,174500
48491,113300,135700
48493,16500,18500
48495,0,0
48497,8900,8900
48499,0,0
48501,7800,173400
48503,65300,66600
48505,0,0
48507,22300,25300
49001,18900,18900
49003,52400,52400
49005,65700,65700
49007,5700,5700
49009,4500,4500
49011,4600,4600
49013,35100,35100
49015,17900,17900
49017,10800,10800
49019,2600,2600
49021,51100,51100
49023,17400,17400
49025,2100,2100
49027,66300,66300
49029,12000,12000
49031,6600,6600
49033,9400,9400
49035,2500,2500
49037,3900,3900
49039,39800,39800
49041,28300,28300
49043,8600,8600
49045,8400,8400
49047,30100,30100
49049,29800,29800
49051,6600,6600
49053,4300,4300
49055,9200,9200
49057,16900,16900
50001,0,0
50003,0,0
50005,0,0
50007,0,0
50009,0,0
50011,0,0
50013,0,0
50015,0,0
50017,0,0
50019,0,0
50021,0,0
50023,0,0
50025,0,0
50027,0,0
51001,72200,72200
51003,27400,27400
51005,4700,4700
51007,27200,27200
51009,16100,16100
51011,19600,19600
51013,0,0
51015,80400,80400
51017,3900,3900
51019,54100,54100
51021,12500,12500
51023,24800,24800
51025,10700,12750
51027,700,700
51029,18700,18700
51031,30500,30500
51033,47800,47800
51035,24600,24600
51036,21800,21800
51037,24800,25770
51041,3400,3400
51043,21900,21900
51045,6700,6700
51047,49200,49200
51049,8900,8900
51051,1500,1500
51053,30000,30770
51057,49400,49400
51059,0,0
51061,68700,68700
51063,28300,28300
51065,12000,12000
51067,49800,50510
51069,24100,24100
51071,8200,8200
51073,15700,15700
51075,15600,15600
51077,19500,19500
51079,8900,8900
51081,16400,18610
51083,38900,41050
51085,59600,59600
51087,1700,1700
51089,7800,7920
51091,8700,8700
51093,39500,39500
51095,600,600
51097,37200,37200
51099,5800,5800
51101,37100,37100
51103,0,0
51105,25200,25530
51107,42500,42500
51109,20800,20800
51111,16200,16970
51113,34100,34100
51115,2500,2500
51117,38000,41120
51119,18000,18000
51121,16000,16000
51125,14100,14100
51127,10800,10800
51131,42700,42700
51133,41600,41600
51135,25700,25700
51137,33800,33800
51139,23000,23000
51141,19300,19300
51143,68850,74210
51145,7000,7000
51147,13700,13700
51149,19900,19900
51153,9700,9700
51155,17800,17800
51157,15600,15600
51159,34400,34400
51161,5700,5700
51163,34800,34800
51165,89500,89500
51167,22800,22970
51169,23300,23550
51171,45700,45700
51173,18500,18500
51175,50800,57700
51177,16300,16300
51179,2800,2800
51181,30600,32400
51183,39600,41100
51185,15000,15000
51187,11100,11100
51191,42100,42100
51193,42600,42600
51195,2300,2300
51197,37200,37200
51199,0,0
51510,0,0
51515,0,0
51520,0,0
51530,0,0
51540,0,0
51550,43300,43300
51560,0,0
51570,0,0
51580,0,0
51590,0,0
51595,0,0
51600,0,0
51610,0,0
51620,0,0
51630,0,0
51640,0,0
51650,0,0
51660,0,0
51670,0,0
51678,0,0
51680,0,0
51683,0,0
51685,0,0
51690,0,0
51700,0,0
51710,0,0
51720,0,0
51730,0,0
51735,0,0
51740,0,0
51750,0,0
51760,0,0
51770,0,0
51775,0,0
51790,0,0
51800,34600,37400
51810,12000,12000
51820,0,0
51830,0,0
51840,0,0
53001,314500,323100
53003,30900,30900
53005,89500,89500
53007,0,0
53009,4200,4200
53011,22200,22200
53013,99500,99500
53015,0,0
53017,175700,175700
53019,7000,7000
53021,217700,252600
53023,91100,91100
53025,329800,380600
53027,8000,8000
53029,5600,5600
53031,2000,2000
53033,5000,5000
53035,0,0
53037,53200,53200
53039,64000,64000
53041,38700,38700
53043,403000,404600
53045,2000,2000
53047,49600,49600
53049,6000,6000
53051,14000,14000
53053,5000,5000
53055,3000,3000
53057,34800,42900
53059,1000,1000
53061,10700,10700
53063,232500,232500
53065,59000,59000
53067,11000,11000
53069,3000,3000
53071,215000,215000
53073,12000,12000
53075,547600,592900
53077,91300,91900
54001,0,0
54003,31600,31600
54005,0,0
54007,9300,9300
54009,4000,4000
54011,6300,6300
54013,0,0
54015,2500,2500
54017,0,0
54019,5300,5300
54021,0,0
54023,17800,17800
54025,27200,27200
54027,30200,30200
54029,1600,1600
54031,24600,24600
54033,0,0
54035,23500,23500
54037,40200,40200
54039,2100,2100
54041,0,0
54043,0,0
54045,0,0
54047,0,0
54049,0,0
54051,0,0
54053,31000,31000
54055,0,0
54057,13900,13900
54059,0,0
54061,10800,10800
54063,22300,22300
54065,6700,6700
54067,0,0
54069,0,0
54071,17300,17300
54073,0,0
54075,15700,15700
54077,32700,32700
54079,10900,10900
54081,0,0
54083,17600,17600
54085,0,0
54087,0,0
54089,8100,8100
54091,0,0
54093,5400,5400
54095,0,0
54097,0,0
54099,0,0
54101,1500,1500
54103,0,0
54105,6800,6800
54107,19500,19500
54109,500,500
55001,47700,60200
55003,14100,14800
55005,155400,161100
55007,24400,25600
55009,121700,127000
55011,122200,129200
55013,35300,37000
55015,95800,95800
55017,178400,186200
55019,169700,182400
55021,208500,211600
55023,72600,77200
55025,325500,331800
55027,274700,281400
55029,58300,62700
55031,19200,19700
55033,182600,190000
55035,86100,91600
55037,2600,2600
55039,200300,206400
55041,6400,6400
55043,282400,300700
55045,197900,205800
55047,79200,80900
55049,141500,149800
55051,0,0
55053,89500,95900
55055,162600,165400
55057,80200,82600
55059,61100,61800
55061,87900,95200
55063,61800,64400
55065,217700,226100
55067,17400,35200
55069,23200,24900
55071,141800,150600
55073,206000,218900
55075,58800,61500
55077,59700,60900
55078,0,0
55079,4300,4300
55081,112700,120000
55083,113500,116400
55085,1000,1000
55087,165400,169300
55089,39000,40700
55091,50700,52600
55093,139600,146800
55095,122500,126400
55097,91800,113100
55099,26000,27200
55101,84000,84000
55103,82500,86700
55105,268900,272100
55107,57200,60500
55109,165900,173100
55111,150600,157600
55113,13900,13900
55115,133600,139900
55117,105900,109800
55119,88200,95700
55121,143400,149900
55123,133100,142300
55125,0,0
55127,177800,179700
55129,31400,31400
55131,75400,78600
55133,53100,53800
55135,115300,119000
55137,58800,70000
55139,107500,107500
55141,86100,90100
56001,59000,59000
56003,59500,81100
56005,73800,73800
56007,90100,90100
56009,27900,27900
56011,115400,115400
56013,114100,119900
56015,131600,131600
56017,15400,15400
56019,29200,29200
56021,154000,154000
56023,82800,82800
56025,30500,30500
56027,32000,32000
56029,58200,81600
56031,42100,43900
56033,68300,68300
56035,78800,78800
56037,24900,24900
56039,6500,6500
56041,48200,48200
56043,29600,35900
56045,32500,32500
